EID	massfeature_rows	str_row_ion	compounds	compound_names
E1646	row481	row481_M-H2O+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E1655	row916	row916_M-H2O+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E1656	row1389;row1471;row505	row1389_M+H[1+];row1471_M-HCOOH+H[1+];row505_M(C13)+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E1659	row1069;row1157;row1167;row562;row711;row80;row911	row1069_M-CO2+H[1+];row1157_M-H2O+H[1+];row1167_M-H4O2+H[1+];row562_M-CO+H[1+];row711_M-HCOOH+H[1+];row80_M-C3H4O2+H[1+];row911_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E1662	row1420	row1420_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E1663	row759;row946	row759_M(C13)+H[1+];row946_M+H[1+]	C05543	3-Dehydroxycarnitine
E1665	row1793	row1793_M-H2O+H[1+]	CE2576	
E1670	row1098	row1098_M+H[1+]	C03214	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate
E1679	row27	row27_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1681	row800	row800_M+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine; N-(3-Aminopropyl)-1,4-butane-diamine
E1690	row1394;row1421;row1768;row301;row992	row1394_M-CO2+H[1+];row1421_M-CO+H[1+];row1768_M-H2O+H[1+];row301_M-HCOOH+H[1+];row992_M+H2O+H[1+]	CE2176	3-O-methyldopa
E1692	row244	row244_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E1696	row172;row1837	row172_M(C13)+H[1+];row1837_M+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E1697	row1415	row1415_M+H[1+]	CE2061	
E1703	row1573;row972	row1573_M+H[1+];row972_M-CO+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E1708	row1277	row1277_M+H[1+]	C00262	Hypoxanthine; Purine-6-ol
E1709	row1670	row1670_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E1711	row1492;row1548;row430	row1492_M+H[1+];row1548_M-HCOOH+H[1+];row430_M-NH3+H[1+]	C02727	N6-Acetyl-L-lysine
E1712	row441;row566;row764;row867	row441_M+H[1+];row566_M-H2O+H[1+];row764_M-HCOOH+H[1+];row867_M-NH3+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E1719	row1398	row1398_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E1721	row890	row890_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E1723	row784	row784_M-H2O+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E1726	row160;row1760;row757	row160_M-CO+H[1+];row1760_M+H[1+];row757_M-HCOOH+H[1+]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1740	row1667;row1700;row1851	row1667_M-H2O+H[1+];row1700_M-H4O2+H[1+];row1851_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E1741	row1412;row1460;row1559;row175	row1412_M+H2O+H[1+];row1460_M+Na[1+];row1559_M+H[1+];row175_M-NH3+H[1+]	C00791	
E1748	row1151;row1167;row713	row1151_M+H2O+H[1+];row1167_M-NH3+H[1+];row713_M+H[1+]	C00534	Pyridoxamine; PM
E1751	row1417;row1719;row1721;row901	row1417_M-H2O+H[1+];row1719_M+H[1+];row1721_M+H2O+H[1+];row901_M(C13)+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E1752	row1306;row366	row1306_M+H[1+];row366_M-H2O+H[1+]	C00645;C01074;C00140	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc
E1754	row1630	row1630_M+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E1757	row1394;row411;row717;row855	row1394_M-CO+H[1+];row411_M[1+];row717_M+H[1+];row855_M+H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E1761	row1157;row1167;row1350;row910	row1157_M-CO+H[1+];row1167_M-HCOOH+H[1+];row1350_M-CO2+H[1+];row910_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine
E1762	row1109;row1667;row1700;row215;row258;row488	row1109_M(C13)+H[1+];row1667_M-CO+H[1+];row1700_M-HCOOH+H[1+];row215_M-H2O+H[1+];row258_M+H[1+];row488_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E1764	row262	row262_M-H2O+H[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E1766	row1147;row538	row1147_M+H2O+H[1+];row538_M+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E1768	row30	row30_M+H[1+]	C05545	Protein N6,N6-dimethyl-L-lysine
E1769	row1136;row869	row1136_M+H[1+];row869_M-H2O+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E1774	row1166	row1166_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E1779	row479	row479_M+H[1+]	C09640;CE4890	(-)-Salsoline$N-methylsalsolinol
E1788	row1219	row1219_M+H[1+]	C06608	Diethylphosphoric acid; O,O-Diethylphosphoric acid
E1790	row128;row1769	row128_M-H2O+H[1+];row1769_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E1793	row1660	row1660_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E1794	row1123;row1671	row1123_M+H[1+];row1671_M+H2O+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E1800	row801	row801_M-H2O+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E1802	row50	row50_M-H2O+H[1+]	CE2576	
E1809	row1030	row1030_M-H2O+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E1816	row623	row623_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E1819	row1398	row1398_M-H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E1822	row10	row10_M-H2O+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E1825	row665	row665_M-H2O+H[1+]	C00429;C02512	5,6-Dihydrouracil; 2,4(1H,3H)-Pyrimidinedione, dihydro-; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil$3-Cyano-L-alanine; L-3-Cyanoalanine; L-beta-Cyanoalanine
E1830	row1184	row1184_M+Na[1+]	C06212	N-Methylserotonin
E1832	row10;row894	row10_M-HCOOH+H[1+];row894_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E1834	row402	row402_M+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E1836	row724	row724_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E1852	row755;row905	row755_M+H[1+];row905_M(C13)+H[1+]	CE5277	aminochrome o-semiquinone
E1857	row1431;row1487;row1705;row1782;row683	row1431_M+H2O+H[1+];row1487_M(C13)+H[1+];row1705_M-HCOOH+H[1+];row1782_M+H[1+];row683_M+Na[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E1860	row1634;row419	row1634_M+H[1+];row419_M+H2O+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E1861	row89;row962	row89_M-H4O2+H[1+];row962_M-H2O+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
E1863	row587	row587_M+H[1+]	C02727	N6-Acetyl-L-lysine
E1864	row1662	row1662_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E1865	row1580;row533	row1580_M+H2O+H[1+];row533_M-H2O+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E1871	row623	row623_M-H2O+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E1874	row1667;row1700	row1667_M+H2O+H[1+];row1700_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E1880	row272	row272_M+H[1+]	CE2026	3-methylcrotonoylglycine
E1895	row1812;row432	row1812_M-H2O+H[1+];row432_M-HCOOH+H[1+]	CE2061	
E1896	row1652;row890	row1652_M+H[1+];row890_M+H2O+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E1898	row375;row481	row375_M-HCOOH+H[1+];row481_M+H[1+]	C05634;C00954	5-Hydroxyindoleacetaldehyde$Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid
E1908	row521	row521_M+Na[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E1910	row187	row187_M+H[1+]	C00077;C00515;C01602;C03943	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate$(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E1911	row671	row671_M-H2O+H[1+]	CE2576	
E1915	row1125;row1312;row1534;row1546	row1125_M-NH3+H[1+];row1312_M(C13)+H[1+];row1534_M+Na[1+];row1546_M+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E1916	row403	row403_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1919	row1049;row213	row1049_M(C13)+H[1+];row213_M+H[1+]	C03087	5-Acetamidopentanoate
E1922	row1394;row475	row1394_M+H[1+];row475_M+H2O+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E1927	row1411;row1764;row823	row1411_M+H[1+];row1764_M+Na[1+];row823_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E1939	row29;row789	row29_M-H2O+H[1+];row789_M+H2O+H[1+]	CE2576	
E1940	row1018;row1621;row390	row1018_M+H[1+];row1621_M-HCOOH+H[1+];row390_M(C13)+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E1942	row103;row1074;row1642;row1729;row596;row737	row103_M-NH3+H[1+];row1074_M+H2O+H[1+];row1642_M+H2O+H[1+];row1729_M-CO+H[1+];row596_M-H2O+H[1+];row737_M+H[1+]	C05588	L-Metanephrine
E1944	row1329;row1384	row1329_M-CO+H[1+];row1384_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E1946	row1295;row1741	row1295_M+H2O+H[1+];row1741_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E1949	row971	row971_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E1954	row500	row500_M+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E1957	row823	row823_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E1959	row1383;row326	row1383_M-H2O+H[1+];row326_M-NH3+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1961	row477	row477_M+H[1+]	C05588	L-Metanephrine
E1962	row1597	row1597_M+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E1964	row1755	row1755_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E1967	row1300	row1300_M+Na[1+]	C03078	4-Guanidinobutanamide
E1969	row928	row928_M-H2O+H[1+]	C03824	2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde
E1970	row1722	row1722_M-H2O+H[1+]	C00250	Pyridoxal
E1971	row950	row950_M+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E1978	row950	row950_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E1988	row224	row224_M+Na[1+]	C06178	1-Methylpyrrolinium
E1989	row1706	row1706_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E2000	row1470	row1470_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E2003	row1205	row1205_M-H2O+H[1+]	C00164;C06002;C00109;C00349;C00232	Acetoacetate; 3-Oxobutanoic acid; beta-Ketobutyric acid; Acetoacetic acid$(S)-Methylmalonate semialdehyde$2-Oxobutanoate; 2-Ketobutyric acid; 2-Oxobutyric acid; 2-Oxobutyrate; 2-Oxobutanoic acid; alpha-Ketobutyric acid; alpha-Ketobutyrate$2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate
E2007	row1303;row1552	row1303_M+H[1+];row1552_M-NH3+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E2009	row140	row140_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E2012	row1163;row316	row1163_M+H[1+];row316_M+H2O+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E2015	row1398;row968	row1398_M-CO+H[1+];row968_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E2018	row880	row880_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E2019	row220	row220_M-H2O+H[1+]	C00268;C04244;C02953	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin$6-Lactoyl-5,6,7,8-tetrahydropterin$7,8-Dihydrobiopterin
E2022	row168	row168_M+H[1+]	CE2577	
E2024	row984	row984_M+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E2026	row1233;row324	row1233_M+H[1+];row324_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E2027	row443	row443_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E2031	row937	row937_M+H[1+]	C10164;C00253	$Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid
E2033	row1826	row1826_M-H2O+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E2045	row1444	row1444_M+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E2048	row547	row547_M-H2O+H[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E2053	row1327	row1327_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E2057	row1139;row232	row1139_M+H[1+];row232_M+H2O+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E2059	row1233;row324	row1233_M-H2O+H[1+];row324_M+H[1+]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E2068	row1651;row80	row1651_M-H2O+H[1+];row80_M-HCOOH+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E2072	row276	row276_M-H2O+H[1+]	C02714	N-Acetylputrescine
E2074	row1181;row1275;row1665;row326	row1181_M-H2O+H[1+];row1275_M(C13)+H[1+];row1665_M+H2O+H[1+];row326_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E2076	row170	row170_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E2081	row504	row504_M+H[1+]	C02373	4-Methylpentanal; Isocaproaldehyde; Isohexanal
E2082	row1204	row1204_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E2087	row1464	row1464_M+Na[1+]	C00532;C00379	L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol$Xylitol
E2088	row1768;row301;row577	row1768_M+H[1+];row301_M-CO+H[1+];row577_M-NH3+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E2089	row185;row826	row185_M+H2O+H[1+];row826_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E2097	row1389;row875	row1389_M-CO+H[1+];row875_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E2100	row1058	row1058_M-H2O+H[1+]	CE2576	
E2103	row780	row780_M-H2O+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E2106	row607	row607_M+H[1+]	C00388	1H-Imidazole-4-ethanamine; Histamine; 2-(4-Imidazolyl)ethylamine
E2110	row1431	row1431_M+Na[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E2117	row967	row967_M+H[1+]	CE2577	
E2129	row158	row158_M-H2O+H[1+]	C00794;C01697;C01507	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol$Galactitol; Dulcitol; Dulcose$L-Iditol
E2130	row1624	row1624_M+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E2143	row393	row393_M+H[1+]	C00794;C01697;C01507	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol$Galactitol; Dulcitol; Dulcose$L-Iditol
E2154	row1244	row1244_M+H[1+]	C05653;CE5538	Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid$noradrenochrome
E2163	row872	row872_M-H2O+H[1+]	C00645;C01074;C00140	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc
E2164	row827	row827_M-H2O+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E2167	row1615	row1615_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E2169	row1316	row1316_M+H[1+]	C00791	
E2170	row1218;row1421;row1701	row1218_M-HCOOH+H[1+];row1421_M-H4O2+H[1+];row1701_M-H2O+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E2178	row1236;row1565;row575;row932	row1236_M(C13)+H[1+];row1565_M-HCOOH+H[1+];row575_M+Na[1+];row932_M+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E2191	row1459;row186	row1459_M-H4O2+H[1+];row186_M-H2O+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
E2199	row1341	row1341_M+H[1+]	C00312;C00310;C00508;C00259;C00181;C00309;CE5277;C00121	L-Xylulose; L-threo-Pentulose; L-Lyxulose$D-Xylulose; D-threo-Pentulose; D-Lyxulose$L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose$L-Arabinose; L-Arabinopyranose$D-Xylose; Wood sugar$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$aminochrome o-semiquinone$D-Ribose
E2204	row1733	row1733_M-H2O+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E2205	row10	row10_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E2206	row1580;row1850;row533;row663	row1580_M+H[1+];row1850_M+H2O+H[1+];row533_M-H4O2+H[1+];row663_M-HCOOH+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
E2208	row509	row509_M+H[1+]	C00147	Adenine; 6-Aminopurine
E2210	row1713;row296;row974	row1713_M-NH3+H[1+];row296_M+H[1+];row974_M-CO2+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E2215	row1283	row1283_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E2217	row1031	row1031_M-H2O+H[1+]	C00106	Uracil
E2222	row1111	row1111_M+H[1+]	C10164;C00253	$Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid
E2224	row467	row467_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E2229	row27	row27_M+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E2232	row1396;row859	row1396_M+H[1+];row859_M(C13)+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E2233	row1722	row1722_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E2241	row1823	row1823_M+H[1+]	CE1944	1-pyrroline
E2243	row873	row873_M-H2O+H[1+]	C00542;C02291	Cystathionine$L-Cystathionine
E2244	row719	row719_M+H[1+]	C14790	
E2246	row985	row985_M+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E2247	row1835;row949	row1835_M+Na[1+];row949_M-CO2+H[1+]	C05933	N-(omega)-Hydroxyarginine
E2249	row1165	row1165_M+Na[1+]	CE2061	
